audio	sentence	BitsPerSample	durationMsec	speaker_gender	mother_tongue
220924-175953_loz_969_elicit_40.wav	fa siteshini a lemuha kuli ku na ni kandu ka ne ka lekisezwa lico 	16	7282	Female	loz
220924-122127_loz_969_elicit_31.wav	kakuli moo ne ba si ka bata teni ba hi ku kala 	16	4877	Female	loz
221205-221521_loz_9dd_elicit_26.wav	za i swala ni ku tamelela lulimi iwa yona kwa mutahali kuli i be sisupo kwa babeteki kaufela 	16	6239	Male	loz
220924-175953_loz_969_elicit_42.wav	ha ku fitile nakonyana mupokola a ya mwa mukwakwa o no inzi fa kaufi ku yo sebeleza teni 	16	8575	Female	loz
220925-021415_loz_0da_elicit_30.wav	ba funduka kono nongolo a n a tantalika tantalika 	16	7532	Male	loz
220924-175953_loz_969_elicit_47.wav	ibe a ikundeka kuli a sike a mu bona 	16	3153	Female	loz
221208-213754_loz_9dd_elicit_29.wav	a y o kambama mane a y o siya luundu mane a be a yo fita fa munzi wa tou sweu 	16	6034	Male	loz
220813-154411_loz_006_elicit_22.wav	ikomu za sonda ko ba nyalela bo muyunda 	16	3448	Female	loz
221209-161751_loz_9dd_elicit_9.wav	musali muhulu hape a li a si mwendi mu hapele zwanga ki bashemi ba mina ku eza likezo ze nde cwana 	16	6783	Male	loz
220924-184927_loz_969_elicit_24.wav	ha hupula kuli a yo bonana ni mboma katekwe punga ni namutesuko inge a ka pazuha fa hali 	16	9823	Female	loz
220926-004829_loz_0da_elicit_49.wav	ka litohonolo a fumana kuli munoli yo mutuna mwa ofisi yeo ne li mulozi kono na sa zibi nongolo sipato 	16	14406	Male	loz
221210-232945_loz_9dd_elicit_40.wav	ka baka la masila ndoniliase a swaba ku sutelela ku mubuleli kono yena a ya ku 	16	6193	Male	loz
220926-004829_loz_0da_elicit_4.wav	ni musal a hae ba il o fita kuli ba like ku mu bata ka tuso ya mubusisi wa mongu 	16	10935	Male	loz
220814-223030_loz_969_elicit_48.wav	kakuli miteni yeo likulu ne li zamayanga hamoho sina mazwi 	16	7169	Female	loz
220821-184128_loz_006_elicit_11.wav	cale ki bao bo sandala ba kena mwa lipuzo ze zwa ku ziki 	16	4287	Female	loz
221024-171240_loz_334_elicit_7.wav	ki kuli mutu ya bu lela hahulu kamita u ipilisa ka mulomo wa hae 	16	7963	Male	loz
220814-223030_loz_969_elicit_42.wav	ya ku toile ha koni ku ku bulaya kapili kono ya ku lata u kona ku ku bulaya ka bunolo 	16	10254	Female	loz
220924-122127_loz_969_elicit_33.wav	koo ziki a bata ka meto a mafubelu kono kwa pala ku fumana sa na bata 	16	8167	Female	loz
221208-171253_loz_5d8_elicit_13.wav	si bulaya linoha ni lipeba 	16	2268	Male	loz
220928-035559_loz_0da_elicit_28.wav	ki ha muoli a bata mukwa wa ku tululela nalwendo kono a palelwa ku u fumana 	16	10640	Male	loz
220928-033456_loz_0da_elicit_0.wav	luli sizana me i lukela ku mu tabela kakuli na buheha 	16	8326	Male	loz
221211-085211_loz_9dd_elicit_32.wav	ni na hape ni cwalo mwa mezi 	16	2223	Male	loz
220821-184128_loz_006_elicit_29.wav	likulu li sino lemuha kuli za fela za matela mwa mpako ya kota mi za i kupa kuli i mele fa halimw a zona 	16	9982	Female	loz
221209-130247_loz_9dd_elicit_53.wav	kamuso u ka bona mafufa a butwa a hasani naha kaufela 	16	3720	Male	loz
220924-184927_loz_969_elicit_5.wav	a fumana kuli luli ku yena ku felile se li mutang a lilato la hac 	16	6942	Female	loz
220821-215724_loz_006_elicit_40.wav	zazi lei atulwa taba ya kamuyongole ndu ye atulelwanga milatu ya ku bulaya batu ya tala batu ba ne ba til o utwa katulo ya hae mulena wa mikiti ya na ile liiko 	16	15677	Female	loz
220926-021027_loz_0da_elicit_11.wav	mapokola nako ye ne ba se ba tiliselize ku kamuna wankie kuli mwendi ba ta fumana mutu ye ba bata 	16	12705	Male	loz
220926-012714_loz_0da_elicit_6.wav	haiba libizo la hae li siyo ki kuli ha lati ku zibwa kwa inzi kapa hakuna kwa inzi u ishwezi 	16	12909	Male	loz
220928-033456_loz_0da_elicit_7.wav	kono sina ha lu ziba tolwana ye hanisiwa kamita i munati ku fita ze nwi 	16	10232	Male	loz
220813-154411_loz_006_elicit_31.wav	a lu ye koo ni na ki ko ni ya ni bata ku yo mu buza hande 	16	14406	Female	loz
220814-223030_loz_969_elicit_6.wav	ba man o itaeza kamuyongole a liba kwa sikupi kono too ya hae inze i likana ni lianda kwa bukiti 	16	12773	Female	loz
220925-001458_loz_0da_elicit_29.wav	bo mesinja ba babeli ba mu isa kwa nkambe 	16	6193	Male	loz
220814-205913_loz_969_elicit_15.wav	linolo le la yo positelwa kwa broken hill sina ha ne ku se ku lukisizwe 	16	7486	Female	loz
220925-013438_loz_0da_elicit_1.wav	kono hape a wa pilu ha hupula kuli naka ya n a tilo bina mazazinyana a fitile na ba supile kuli ki baloi mi a ikoliswa kuli ba sa saba 	16	19125	Male	loz
220821-184128_loz_006_elicit_17.wav	ziki hape a fumana linolo la na kile a nola nongolo kwa wankie ku bihela bashemi ba hae za buizamaeli bwa 	16	7759	Female	loz
220926-012714_loz_0da_elicit_3.wav	kwa hae ku amuhezwi linolo le li k u iketile kwanu kwa broken hill 	16	9823	Male	loz
221204-101847_loz_9dd_elicit_13.wav	kono ka baka la mumizo wa sona on o cisizwe ki situnula sa nama sa palelwa ku lila hande 	16	7237	Male	loz
220815-193400_loz_969_elicit_26.wav	u itukise na taha 	16	3947	Female	loz
221015-151402_loz_334_elicit_7.wav	muoli a pila mwa matota a muleneni mazazi a manata mane kufitela lico ze ne ba sile batu ze fela 	16	11661	Male	loz
220924-133420_loz_969_elicit_19.wav	hape a fumana kuli ha ku sana tuso kuli a itusise situpa sa nongolo nako ye kakuli nongolo ni yena wa batahala 	16	9143	Female	loz
220814-205913_loz_969_elicit_13.wav	hape ba lukisa kuli linolo li yo positelwa kwa taunu i sili 	16	5445	Female	loz
220928-035559_loz_0da_elicit_1.wav	ha yo tapa kwa nuka mi a yo fumana kwa teni basali ba nze ba tapa kamita na ba lelekisanga ni ku bulela manzwi a maswe hahulu ku bona 	16	16607	Male	loz
220924-113627_loz_969_elicit_32.wav	ha man o ziba taba ye a ikalelwa hahulu ni musal a ha kuli ne li ku miza sico haisi ku tundana ka tata ku saba feela kuli moya wa mulimu u ta ba siya ha ba sa ci 	16	15132	Female	loz
220926-012714_loz_0da_elicit_5.wav	kambe ni fumani libizo la hae kwanu ne ni ta li u zwile fa musebezi 	16	8462	Male	loz
221024-173803_loz_334_elicit_38.wav	zeo ha li felile nongolo a kutela kwa kasima 	16	6443	Male	loz
220814-223030_loz_969_elicit_41.wav	ka ku sa ziba se sinwi nongolo a bu fululeza mwa n a konela kaufela a sa zibi kuli u nwa bupilo bwa hae 	16	12296	Female	loz
220814-153226_loz_006_elicit_3.wav	linyunywani hamoho ni bo sikampafwa ne li nze li swenywa ki lila za zona 	16	5717	Female	loz
221211-215128_loz_5d8_elicit_24.wav	a ya kwa mutala a showelela 	16	2881	Male	loz
220821-215724_loz_006_elicit_2.wav	a bona musali kwa mandamino mi a liba ku yena ku buza kuli munzi wo ki wa mani 	16	7645	Female	loz
221211-182109_loz_5d8_elicit_10.wav	mate ne li mutungununi yo mutuna 	16	3221	Male	loz
220813-154411_loz_006_elicit_24.wav	yo ki yena ye ne ni utwile kuli beleka kwa libingi 	16	5013	Female	loz
220813-165251_loz_969_elicit_11.wav	mi ni yona nja i itamile ku lelekisa luwawa ni ku lu bulaya ha i lu swala 	16	7373	Female	loz
220928-033456_loz_0da_elicit_28.wav	kamuyongole a man o bona za sa labuzi a ikuteka mazazinyama fela 	16	8780	Male	loz
220813-165251_loz_969_elicit_40.wav	ku tuha foo sukulu i toile hahulu mutu kuli mane ha i mu katana mwa macacani haisi kuli i mu matise 	16	12047	Female	loz
220926-004829_loz_0da_elicit_3.wav	bo sipato bo ndatahe nongolo ba clezwa ki mulikan a nongolo mwan a bona ya na sa utwile kuli ha ku zibwi kapa nongolo 	16	16561	Male	loz
221209-161751_loz_9dd_elicit_8.wav	musizana a li ha lu si ka bulelelwa se sinwi se si cwalo 	16	4650	Male	loz
221210-232945_loz_9dd_elicit_46.wav	ki ha ba ya hamoho kwa hae 	16	2178	Male	loz
220814-171012_loz_006_elicit_2.wav	a li a ni koni ku keluha kanana kaka kuma fa a kanyukunyuku kaka sina likute ka 	16	9188	Female	loz
220815-192827_loz_006_elicit_25.wav	kamuyongole nihakulicwalo na si ka twaela naha bukuwa mi ku yena ha bona makomboni tuna a li ha ba na ku mu fumana ne ba ta ziba kuli ki yena ya wile mali a nongolo 	16	12863	Female	loz
221211-163600_loz_9dd_elicit_33.wav	kambotwe na u ni punyize liito 	16	2904	Male	loz
220814-171012_loz_006_elicit_19.wav	mupokola ha mu ya ka sitima mupokola ha talima fa nako a fumana kuli ku siezi feela mizuzu ye eight minutes 	16	10277	Female	loz
220813-154411_loz_006_elicit_7.wav	mwa tasi a nze a taluseza bo ndato njokwa sa swell mwa 	16	9823	Female	loz
220924-184927_loz_969_elicit_12.wav	mulen a mikiti a funduka a inzi mwa mawenge 	16	4650	Female	loz
220821-215724_loz_006_elicit_5.wav	ngobi na zibana hahulu ni bo mesinja ba kwa nkambe kaufela kono munna yo na sa mu zibi 	16	7441	Female	loz
220926-004829_loz_0da_elicit_34.wav	sandala ka zazi le linwi ha ya kwa hae ku yo bona za mali a hae kapa a fumanehile a yo fumana linolo le li wisize batu pilu mi a lemuha kuli munolo ne li wa njolo 	16	22846	Male	loz
221109-113120_loz_fcd_elicit_3.wav	ha lu si ka tahela ku to inelela fa lifasi 	16	3856	Male	loz
220925-220607_loz_0da_elicit_42.wav	a ni koni ku keluha kanana ka ka kuma fa a kanyukunyuku kaka sina likute ka 	16	11616	Male	loz
220815-193400_loz_969_elicit_11.wav	kamuyongole ni yena a ipona hahulu mulatu 	16	4174	Female	loz
221211-085211_loz_9dd_elicit_33.wav	cwale ha i ba lu balikani lu ta busa hamunati 	16	3062	Male	loz
220813-165251_loz_969_elicit_32.wav	hal ha mutu a seha foo ku bunolo 	16	3993	Female	loz
221211-211623_loz_5d8_elicit_43.wav	moya o munde u tokwiwa ki mibili ya luna u tiswa ku yona ki lingo mi ki ka zona hape lu utwa minko 	16	8598	Male	loz
220924-184927_loz_969_elicit_14.wav	mucato ni litupa ze peli cwalo ne se li lumezwi kwa mongu kuli li yo tusa kwa ku atula taba 	16	9801	Female	loz
221211-182109_loz_5d8_elicit_28.wav	za shituka ha li lichi kwa musebezi 	16	2745	Male	loz
220821-193526_loz_006_elicit_27.wav	sabo i tiswa ki ku tokwa takazo 	16	4197	Female	loz
221211-163600_loz_9dd_elicit_49.wav	basizana ba ituta ku bupa lipizana za busunso basali ba eza za buhobe 	16	5082	Male	loz
220813-165251_loz_969_elicit_13.wav	ku bonahaza butoto kuli tou butuna bwa yona ni maata a yona i saba peba kono ki niti 	16	10209	Female	loz
221211-213339_loz_5d8_elicit_16.wav	lu swanezi ku tusa maswafu ku a fa moya o munde mo lu ka konela 	16	5535	Male	loz
220924-122127_loz_969_elicit_12.wav	ziki ni yena na s a sweli ka tata mwa broken hill 	16	5218	Female	loz
221211-085211_loz_9dd_elicit_34.wav	tou ki niti luli lu ka ba malena 	16	3425	Male	loz
221211-205339_loz_5d8_elicit_33.wav	mwanambinyi a ipetula mucembele 	16	3108	Male	loz
220813-203957_loz_969_elicit_7.wav	masholi ba ba fetulwa linjoko mi ha ba bona bumaswe bwa libupeho za bona ba kenelwa ki maswabi a matuna 	16	13657	Female	loz
220813-203957_loz_969_elicit_15.wav	kokonu ya alaba ya li lu nwe mezi kaufela a mwa lisa mo kuli lu kone ku bona kwena ni ku i bulaya 	16	9347	Female	loz
221208-171253_loz_5d8_elicit_33.wav	fo kunwi a mu lwala mwa mazoho 	16	2518	Male	loz
220814-223030_loz_969_elicit_4.wav	nongolo mwa nzila kono a kuna sa na bihile kakuli na ziba kuli ni yena ba ta mu fa mulatu wa ku sia mutu mwa mushitu a linosi 	16	10390	Female	loz
220814-171012_loz_006_elicit_22.wav	mupokola ya na li teni a talusa se si ezahezi sejenti ka litohonolo na utwa ni ku bulla silozi ni haike ne li mubemba 	16	14383	Female	loz
220813-154411_loz_006_elicit_6.wav	na bons siyongil a kala ku supa supa itaula za hae ni ku bulelela 	16	9415	Female	loz
221211-192211_loz_5d8_elicit_51.wav	lu sebeza ha lu na ni se sinwi mwa mba 	16	2790	Male	loz
221208-213754_loz_9dd_elicit_63.wav	kwa kale mushobo o bizwa amalavi wa siya naha ya ona ya uluva ye kwa hulenyana ni nuka ya luapula 	16	9324	Male	loz
221211-085211_loz_9dd_elicit_28.wav	chaka mulena ya tata ya situhu se si komokisa a shwa cwalo 	16	4900	Male	loz
220925-001458_loz_0da_elicit_0.wav	mutu ni mutu u ziba musebezi wa hae kono ni haiba ba ba ziba misebezi ya bona hande ba ezanga milatu 	16	12410	Male	loz
221211-115749_loz_9dd_elicit_75.wav	bo silubasi ni katengunyanga muoleole ni kambimbi ba ca hape linzie ni minani ze tiseza batu fibele 	16	8916	Male	loz
220925-013438_loz_0da_elicit_11.wav	a sa tahelwa feela ki muhupulo wa ku tulela kwa bukuwa 	16	6760	Male	loz
221109-113120_loz_fcd_elicit_37.wav	zeo mwan a ka na ha ni koni ku li paka hande 	16	5240	Male	loz
220821-184128_loz_006_elicit_12.wav	ziki u ziba cwani kuli munolo ki wa njolo isini wa nongolo 	16	5762	Female	loz
221024-175856_loz_334_elicit_6.wav	kanti bo ma ba ni ziba kayama a ipulelela mwa pilu 	16	7623	Male	loz
220924-113627_loz_969_elicit_28.wav	a man o biha za na konile ku utwa ni ku iponela a liba kwa broken hill 	16	8008	Female	loz
221211-205339_loz_5d8_elicit_14.wav	lingu li utelwa boya bwa zona bo bu buleta 	16	3720	Male	loz
221211-215128_loz_5d8_elicit_51.wav	ka mazazi a sikai buewala bwa tatehwa mi bwa beelwa mulena mwa lihwana ze nata 	16	7554	Male	loz
221211-115749_loz_9dd_elicit_33.wav	kono ku ka ba lili mu mamele he mu ta bona 	16	4560	Male	loz
220813-203957_loz_969_elicit_9.wav	haiba mutu a ya mwa mishitu ya africa u ta fumana kuli kamita bo kokonu ni pizi ya mwa naheni ki balikani ba batuna 	16	13181	Female	loz
220924-133420_loz_969_elicit_6.wav	nila ne i ka ba butuna mutu u kona ku sitatala fa kacwenyana kamuyongole zazi la taha kwa taunu ili ona mwa lusaka 	16	14610	Female	loz
220814-223030_loz_969_elicit_13.wav	kamuyongole a hupula kapa u lukela ku laeza muhulwan a hae ni batu ba mwa hae kaufela kapa u lukela ku toba feela 	16	12841	Female	loz
220926-012714_loz_0da_elicit_25.wav	ha fita ku sipato kwa mukakani a buza zazi la n a fundukile nongolo 	16	8462	Male	loz
221208-171253_loz_5d8_elicit_38.wav	a li mbututu u ta swalwa ki libelenge a kule 	16	3743	Male	loz
220821-184128_loz_006_elicit_2.wav	bashemi ba nongolo ka ku sa ziba ku bala mazazi a sikuwa ba palelwa ku alaba ziki 	16	6420	Female	loz
220924-122127_loz_969_elicit_18.wav	kamuyongole ni njolo ba fumana kuli lilato la bona li ta ba tiseza ze nata ze ne ba si ka libelela 	16	11253	Female	loz
220821-184128_loz_006_elicit_9.wav	ziki a buza libizo la musal a nongolo kuli a li zibe 	16	3993	Female	loz
221209-161751_loz_9dd_elicit_25.wav	munna muhulu n a sweli ku ola mulilo a inzi fa sipula a si na ni pulelo ni ye kana 	16	5944	Male	loz
221211-085211_loz_9dd_elicit_42.wav	kubu yeo ki nto ye bunolo 	16	3085	Male	loz
220925-220607_loz_0da_elicit_35.wav	lu ta lobala kwanu kuli kamuso lu kwele hande 	16	6125	Male	loz
221211-220813_loz_5d8_elicit_37.wav	ba li ku bunolo u n o tu swala fo latela 	16	4219	Male	loz
221208-171253_loz_5d8_elicit_40.wav	mbututu n a mu hohobela a na likanyisa puli a li mee mec mee 	16	8598	Male	loz
220815-193400_loz_969_elicit_32.wav	mulamu wa hae oo wa mu hupulisa fela milatu ya hae mwa tas a lizazi 	16	5308	Female	loz
220813-165251_loz_969_elicit_4.wav	konji haiba i ngilwe ha ne ni nze ni bapala kwande ni luwawa 	16	6783	Female	loz
220814-223030_loz_969_elicit_45.wav	kamuyongole a kupa nongolo kuli ba funduke nako sei ile 	16	5808	Female	loz
220924-113627_loz_969_elicit_47.wav	mupokola a ikela kwa mayadi a sili ku bata litupa 	16	4696	Female	loz
220924-184927_loz_969_elicit_15.wav	ha ba fita mwa lusaka ba nga nzila ya mumbwa ka limota 	16	4719	Female	loz
220813-165110_loz_006_elicit_47.wav	ku zwa busihu boo kamuyongole a ekeza cinceho ye nwi mwa bupilo bwa hae 	16	10436	Female	loz
220925-224646_loz_0da_elicit_45.wav	bupilo bwa zamaya hande mwa lusaka 	16	4560	Male	loz
221024-171240_loz_334_elicit_31.wav	cwale a ni bulla ku shwa pilu ki yena ya ni loile nji 	16	6012	Male	loz
220925-013438_loz_0da_elicit_37.wav	ba banwi bona ne ba ya kwa banna ba bona ni ba ne ba ya feela ku yo pota 	16	10617	Male	loz
220926-014931_loz_0da_elicit_27.wav	yela ni ku tapisa se ku pala ka baka la sabo 	16	7373	Male	loz
220821-193526_loz_006_elicit_45.wav	fa nkambe yeo kamuyongole a fumana batu ba ba lekisa ndongo 	16	5082	Female	loz
220815-192827_loz_006_elicit_49.wav	kamuyongole kwa ku funduka ni kona kwa ba ni butata bo bunwi kakuli ne ba libelelwa ku ya kwa sitima se si ya mwa buse isini sa kwa mutulo 	16	14247	Female	loz
221211-115749_loz_9dd_elicit_43.wav	ha fita na li ku yena kanti kini kasheku shwandi kini ha u swabile 	16	6239	Male	loz
220924-122127_loz_969_elicit_44.wav	hahulu fa liiso la luna hape hanata me ba tona ni yena ku fitela a twaelana ni nongolo 	16	11820	Female	loz
221206-180455_loz_9dd_elicit_15.wav	ku tuha foo za tokolomoha ku zamaya hamoho 	16	3584	Male	loz
221211-190410_loz_5d8_elicit_47.wav	cwale musali muhulu a li kale ku ne ku na ni lipoho ze ne 	16	6102	Male	loz
221211-085211_loz_9dd_elicit_54.wav	tou a hoha ka mata a sifanu mane a zwisa kubu mwa mezi 	16	4923	Male	loz
220815-192827_loz_006_elicit_34.wav	mupokola ha fita ku kamuyongole a li tioneni citupa canu bambo 	16	5376	Female	loz
220821-193526_loz_006_elicit_32.wav	hape a lemuha kuli kamuyongole ki mushimani yo munde ka sibupeho ku mu fita 	16	8258	Female	loz
220926-004829_loz_0da_elicit_16.wav	basali bao ba lemuha kuli munna yo munwi wa ba ne ba nwa ne li mulozi kakuli sibemba sa hae ne si sa kopani ni silozi 	16	16062	Male	loz
221211-213339_loz_5d8_elicit_3.wav	ka baka la lusinga lo lu ba teni mwa lino le li bolile 	16	4061	Male	loz
220813-165110_loz_006_elicit_40.wav	katekwe ni yena ne li mwanana ya na sa talimiwi hanwi ka baka la ku buheha kwa ha 	16	11865	Female	loz
220924-122127_loz_969_elicit_13.wav	nongolo na s a beile kwa tuko situpa sa nongolo kuli si ta mu swalisa a itusisa sa hae tota 	16	8621	Female	loz
220926-014931_loz_0da_elicit_43.wav	ziki ni yena na s a sweli ka tata mwa broken hill 	16	6375	Male	loz
220924-175953_loz_969_elicit_4.wav	batu ha ba fitile ba loba sikulukulu mi sikwalo ha si li pwanku lipilu za bona za tabwa ki sabule ye ne sa inzi mwa mulala wa njolo 	16	14020	Female	loz
220924-175953_loz_969_elicit_49.wav	kamuyongole a fita fa ndu ye lekiswa lico mi a li bona mwa lihaulo ka malaiti a mwa hali kakuli ne se li busihu 	16	11910	Female	loz
220926-021027_loz_0da_elicit_21.wav	a talusa hape kuli ha lu fita fo ne a siyezi na ile ni mutangana ya bizwa kamuyongole manyando 	16	12273	Male	loz
221208-213754_loz_9dd_elicit_34.wav	mi a kala ku lila habutuku a hupula bulena bwa n a s a kapwami 	16	5059	Male	loz
220925-215243_loz_0da_elicit_48.wav	njolo ha kwela fa mulobezi na sa iponisa ku swaba ka munn a hae ya siezi 	16	10300	Male	loz
221210-232945_loz_9dd_elicit_21.wav	mwa hal a busihu a swala musebezi wa ku hohoba mwa mushitu 	16	3153	Male	loz
220924-133420_loz_969_elicit_14.wav	yo ye ba nozi mwa mishobo kaufela kamu yongole nako yeo na sa utwa hahulu 	16	7986	Female	loz
221211-192211_loz_5d8_elicit_50.wav	ka mukwa o lu ta beleka hande 	16	2654	Male	loz
220815-192827_loz_006_elicit_23.wav	mi nohola kona mwa na til o cela kilisimasi ku zwa kwa wankie 	16	5739	Female	loz
220926-004829_loz_0da_elicit_18.wav	malopu a pata li sikai musali ya zwa kwa libingi a kala ku kandeka za munna yo ya sa bonwi wa mulozi ya bizwa nongolo sipato 	16	16289	Male	loz
220814-171012_loz_006_elicit_24.wav	mutu yo u lukela ku ya kwa ofisi mulatu wa hae u yo talimwa 	16	6579	Female	loz
221211-213339_loz_5d8_elicit_53.wav	musole a puma toho ya hae 	16	2563	Male	loz
220926-004829_loz_0da_elicit_38.wav	a leka jansi kubo mulepo wa manjobo ni liapalo za banana ka litikanyo za bona ka mwa na zibela njolo 	16	14157	Male	loz
220815-233437_loz_969_elicit_32.wav	sandala ili munyan a nongolo ya na kena fa sefula na bata mali a ku feleleza tifo ya hae mwa sikolo 	16	8712	Female	loz
220924-175953_loz_969_elicit_3.wav	kapitao a pakisa ku yo biza batu pili a si ka lika ku kwalula sikwalo 	16	5445	Female	loz
220815-233437_loz_969_elicit_38.wav	nongolo ku kutela kwa musebezi kapa ku ba zibisa kuli ha sa lata ku kuta 	16	6602	Female	loz
221206-194517_loz_9dd_elicit_10.wav	linau la li ha ku na se ni lata kwande a ku ba ni mibala bala 	16	3834	Male	loz
221108-225040_loz_fcd_elicit_38.wav	ku na ha ni boni foso ku biza mutu ka libizo la sipepo sa hae 	16	4356	Male	loz
220928-035559_loz_0da_elicit_22.wav	batu ba filikana mane ba itulela ni ku kambelela mulena 	16	7645	Male	loz
220928-035559_loz_0da_elicit_10.wav	kono muoli ne ili mutu ya butali mi a kala ku eza bulikani ni mantuna a na na ni pilu tata kaufela ni ku ba fa limpo ze nata ku ba toba lipilu 	16	21348	Male	loz
221209-161751_loz_9dd_elicit_21.wav	ki ha telesa a yema a li na ya ewale kakuli bo ma ba ni bata mu siale foo kuku 	16	7123	Male	loz
221208-171253_loz_5d8_elicit_42.wav	sophia a nz a hohoba mi ni mbututu a nza mu latelela a li mbuu mbuu mbuu 	16	9233	Male	loz
221211-182109_loz_5d8_elicit_4.wav	kabe ni ziba ko si patile bana ba sona ne ni ka yo ba bulaya kaufela 	16	5921	Male	loz
221209-161751_loz_9dd_elicit_3.wav	hape wena u tisize miselo ye munati luli mu balativa ba luna 	16	4424	Male	loz
221211-205339_loz_5d8_elicit_29.wav	mwanambinyi n e li munyan a mboo 	16	3584	Male	loz
220814-153226_loz_006_elicit_39.wav	mi buinuneko bwa sona bwa felela ona foo 	16	3312	Female	loz
221211-115749_loz_9dd_elicit_12.wav	s a bona kaufela palisa nyunywani kokwani ku yena ki sibapaliso 	16	5649	Male	loz
220924-113627_loz_969_elicit_13.wav	ha lu zibi se ne si ezahezi ko ne ba il o nwa bucwala 	16	4968	Female	loz
